px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	meas_type	NIS
8.27142	-6.53413	2.7842	-0.83566	0.373668	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787	R	1.29318
8.34148	-6.67958	2.79237	-0.84852	0.340458	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787	L	0.777317
8.43159	-6.79406	2.77333	-0.836512	0.33373	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993	R	0.362394
8.51114	-6.92481	2.77319	-0.839236	0.312952	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993	L	0.339983
8.58607	-7.02288	2.71585	-0.831624	0.304296	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018	R	0.648112
8.64234	-7.15983	2.72477	-0.852984	0.268105	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018	L	0.990939
8.75698	-7.29659	2.94147	-0.840436	0.271125	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712	R	4.8066
8.82101	-7.44542	2.95414	-0.864163	0.234045	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712	L	1.04333
8.88659	-7.5472	2.71483	-0.866654	0.213789	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199	R	6.24126
8.94684	-7.69219	2.71701	-0.889269	0.179744	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988	L	0.887588
9.02995	-7.80761	2.75355	-0.885968	0.174863	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973	R	0.376252
9.07501	-7.95338	2.76035	-0.918214	0.134318	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973	L	1.27643
9.11737	-8.04536	2.5122	-0.929536	0.110473	8.8564	-8.01424	9	-8.15	0.909309	-1.8186	R	6.27592
9.16342	-8.18557	2.51474	-0.9571	0.0774199	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859	L	0.878988
9.24654	-8.30896	2.62061	-0.954563	0.0784724	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119	R	1.22312
9.27739	-8.45691	2.63199	-0.994392	0.0356391	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117	L	1.47334
9.32304	-8.56373	2.46099	-1.01029	0.0130875	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819	R	3.23539
9.35629	-8.70868	2.46767	-1.04513	-0.0215326	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899	L	0.977112
9.49734	-8.88784	3.01217	-1.01196	0.0288347	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928	R	30.0196
9.53928	-9.05556	3.03483	-1.04996	-0.0096686	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928	L	1.13259
9.57807	-9.16973	2.84965	-1.07265	-0.038614	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917	R	3.91768
9.61842	-9.3152	2.85698	-1.09896	-0.0624792	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917	L	0.449236
9.65435	-9.42878	2.73416	-1.11882	-0.083636	9.47534	-9.42627	9.55	-9.5	0	-3.00023	R	1.90849
9.66938	-9.58566	2.75098	-1.16242	-0.122085	9.54779	-9.64959	9.55	-9.65	0	-3.0002	L	1.17387
9.73539	-9.72847	2.83916	-1.16349	-0.113472	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997	R	0.965606
9.75296	-9.88609	2.85437	-1.202	-0.145415	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997	L	0.84933
9.77085	-10.0104	2.67876	-1.23492	-0.178368	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969	R	3.70346
9.80042	-10.1529	2.67428	-1.25678	-0.190068	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969	L	0.228624
9.84253	-10.2868	2.6772	-1.26833	-0.192626	9.92627	-10.4745	9.75	-10.3	0	-3.00065	R	0.470219
9.84831	-10.4366	2.69449	-1.30545	-0.219122	9.75524	-10.4732	9.75	-10.45	0	-3.00063	L	0.617824
9.8911	-10.5857	2.75788	-1.31118	-0.208739	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451	R	0.978316
9.90892	-10.7426	2.76547	-1.33814	-0.223636	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448	L	0.212715
9.91966	-10.8759	2.64534	-1.37007	-0.250369	9.88465	-10.9383	9.85	-10.9	0	-2.73074	R	1.81089
9.91893	-11.0315	2.65669	-1.40529	-0.27097	9.83614	-11.041	9.85	-11.05	0	-2.73073	L	0.418837
9.93799	-11.1644	2.66947	-1.41931	-0.270437	9.83952	-11.1692	9.85	-11.2	0	-2.99965	R	0.0977313
9.92676	-11.3159	2.69337	-1.45688	-0.29345	9.84568	-11.3496	9.85	-11.35	0	-2.99961	L	0.481083
9.94169	-11.4564	2.71674	-1.47103	-0.291588	9.87961	-11.5637	9.85	-11.5	0	-2.99843	R	0.129111
9.92234	-11.6085	2.73919	-1.50967	-0.314613	9.83206	-11.6307	9.85	-11.65	0	-2.99843	L	0.527956
9.87035	-11.7061	2.45307	-1.58755	-0.401761	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061	R	14.041
9.83812	-11.8399	2.47027	-1.62847	-0.421631	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059	L	0.467135
9.82496	-11.9629	2.47196	-1.65238	-0.424137	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119	R	0.117906
9.77184	-12.1098	2.51459	-1.70467	-0.453644	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116	L	0.954151
9.72369	-12.2192	2.39462	-1.76577	-0.507251	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981	R	4.11242
9.66312	-12.3484	2.42245	-1.81641	-0.531079	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979	L	0.764332
9.57647	-12.4303	2.23568	-1.91326	-0.626771	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805	R	10.2725
9.49533	-12.5493	2.27554	-1.97369	-0.653858	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804	L	1.05381
9.43368	-12.6606	2.25863	-2.02248	-0.670568	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953	R	0.262896
9.34096	-12.7792	2.29279	-2.08392	-0.693224	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954	L	0.836939
9.20266	-12.8397	2.12376	-2.2397	-0.857901	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629	R	22.4846
9.06356	-12.9465	2.22046	-2.32742	-0.898047	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627	L	2.90013
8.93119	-13.0187	2.2103	-2.43802	-0.978115	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651	R	4.18224
8.79805	-13.0953	2.2518	-2.51604	-0.99962	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651	L	1.15327
8.65087	-13.147	2.29176	-2.63727	-1.09434	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005	R	5.40637
8.50588	-13.2024	2.35169	-2.71547	-1.11394	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995	L	1.35249
8.31078	-13.2325	2.47163	-2.86917	-1.23758	8.22926	-13.1698	8.2	-13.15	-2.72741	0	R	9.19238
8.15031	-13.2514	2.49908	-2.95696	-1.25457	8.03583	-13.1513	8.05	-13.15	-2.72742	0	L	1.23179
7.98496	-13.2572	2.55939	-3.05748	-1.29452	7.82914	-13.0525	7.9	-13.15	-2.72986	0	R	1.5841
7.83052	-13.2497	2.56972	3.14139	-1.30605	7.76538	-13.1647	7.75	-13.15	-2.72986	0	L	0.605158
7.76546	-13.2696	2.36293	3.13705	-1.21871	7.66146	-13.3079	7.6	-13.2	-2.9979	-0.999304	R	7.33682
7.60121	-13.2727	2.45043	3.07207	-1.21738	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304	L	1.374
7.45878	-13.2522	2.46011	2.99975	-1.22108	7.21108	-13.0985	7.3	-13.25	-2.72846	0	R	0.853212
7.28517	-13.2389	2.53941	2.93703	-1.21293	7.16011	-13.2382	7.15	-13.25	-2.72844	0	L	0.920971
7.11949	-13.1797	2.69394	2.84111	-1.26121	6.88472	-12.9588	7	-13.2	-2.99784	0.999284	R	4.06394
6.95676	-13.1459	2.76095	2.78659	-1.24998	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284	L	0.689167
6.82257	-13.0999	2.72664	2.72789	-1.23682	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275	R	0.339668
6.65313	-13.0489	2.78744	2.67442	-1.22068	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284	L	0.579561
6.5659	-13.0212	2.5007	2.64459	-1.16021	6.40137	-13.0799	6.4	-13.05	-2.72678	0	R	9.32065
6.39362	-12.9822	2.58393	2.61359	-1.12682	6.26174	-13.0534	6.25	-13.05	-2.72678	0	L	1.40748
6.28244	-12.9258	2.4945	2.56555	-1.10601	6.10143	-13.0076	6.1	-13	-2.72966	0.909888	R	1.23088
6.10433	-12.8803	2.58597	2.54553	-1.0654	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988	L	1.95591
5.95474	-12.7694	2.84791	2.47443	-1.09971	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851	R	6.83849
5.79126	-12.7004	2.91781	2.45217	-1.06705	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852	L	1.30392
5.6988	-12.6393	2.65235	2.41895	-1.02402	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995	R	8.21363
5.54435	-12.5703	2.69962	2.39927	-0.988743	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995	L	1.13047
5.41868	-12.4536	2.80363	2.34272	-0.995706	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753	R	1.01615
5.25657	-12.3754	2.85212	2.33232	-0.953036	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175	L	1.55519
5.15676	-12.2814	2.75731	2.29134	-0.937392	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989	R	1.05013
5.01884	-12.1888	2.78714	2.27119	-0.90717	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199	L	0.743569
4.92191	-12.075	2.81192	2.2277	-0.905297	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929	R	0.388818
4.81127	-11.9857	2.82032	2.20735	-0.881636	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928	L	0.559516
4.71654	-11.8561	2.85428	2.15987	-0.881848	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471	R	0.141456
4.63461	-11.727	2.84858	2.11158	-0.881826	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247	L	0.0200761
4.5872	-11.6268	2.61371	2.06209	-0.878256	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971	R	4.7361
4.52654	-11.5108	2.5958	2.01627	-0.876575	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969	L	0.218202
4.4072	-11.3187	3.10805	1.98764	-0.865704	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032	R	23.6683
4.37426	-11.1665	3.09818	1.92506	-0.884942	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321	L	0.294045
4.37772	-11.0559	2.72911	1.84979	-0.913122	4.43713	-11.024	4.45	-11.05	0	1.81614	R	12.4023
4.36992	-10.9088	2.71263	1.78027	-0.932747	4.45136	-10.93	4.45	-10.95	0	1.81612	L	0.420776
4.34821	-10.7624	2.71209	1.72553	-0.936185	4.44745	-10.786	4.45	-10.8	0	2.72555	R	0.10083
4.36264	-10.6142	2.69807	1.65211	-0.958418	4.45788	-10.6457	4.45	-10.65	0	2.72554	L	0.588183
4.36044	-10.471	2.68853	1.5965	-0.961637	4.46329	-10.5756	4.45	-10.5	0	2.729	R	0.241555
4.3813	-10.3226	2.68581	1.52959	-0.975722	4.44057	-10.3382	4.45	-10.35	0	2.72898	L	0.220537
4.40275	-10.1801	2.66283	1.46722	-0.985637	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687	R	0.231265
4.45497	-10.0308	2.67074	1.38983	-1.00848	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685	L	0.538252
4.48559	-9.88564	2.69948	1.33825	-1.00188	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927	R	0.465127
4.55294	-9.73847	2.71435	1.26302	-1.02149	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926	L	0.430834
4.57521	-9.57528	2.81592	1.24075	-0.975938	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578	R	2.07313
4.6578	-9.43052	2.83032	1.16807	-0.994277	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576	L	0.496779
4.73604	-9.29449	2.82304	1.10238	-1.00663	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952	R	0.421106
4.84616	-9.14759	2.8681	1.02479	-1.0274	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951	L	0.637919
4.93157	-9.0254	2.87078	0.965886	-1.03696	4.95209	-8.96272	5	-9.05	0.999884	1.99977	R	0.0926021
5.02031	-8.91623	2.86424	0.910646	-1.04032	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974	L	0.0827319
5.09417	-8.78897	2.87665	0.887535	-0.991634	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708	R	1.73485
5.21624	-8.65912	2.91448	0.824951	-0.9984	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705	L	0.202523
5.3186	-8.5537	2.91931	0.77656	-0.99518	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957	R	0.0553351
5.43198	-8.44782	2.93786	0.725249	-0.996182	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954	L	0.0417866
5.51803	-8.33853	2.90339	0.711423	-0.936095	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807	R	2.36241
5.61757	-8.24423	2.86018	0.668228	-0.929565	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808	L	0.360873
5.69042	-8.12713	2.81384	0.677145	-0.841965	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608	R	4.80113
5.82604	-8.01498	2.85768	0.632689	-0.839134	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606	L	0.243837
5.9172	-7.90532	2.81708	0.632087	-0.770569	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801	R	3.05693
6.05219	-7.79832	2.85333	0.594386	-0.765406	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801	L	0.231154
6.13772	-7.69062	2.78569	0.605602	-0.683995	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798	R	4.42164
6.26686	-7.59264	2.80465	0.573288	-0.678719	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798	L	0.140777
6.3622	-7.49282	2.74354	0.578464	-0.612592	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027	R	3.11178
6.48402	-7.40401	2.74477	0.550461	-0.607446	6.452	-7.36418	6.45	-7.35	1.82025	1.82025	L	0.139122
6.59876	-7.32142	2.75424	0.527028	-0.600881	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908	R	0.754106
6.73299	-7.22788	2.80671	0.505605	-0.591796	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908	L	0.430049
6.78741	-7.11474	2.62519	0.561131	-0.455979	6.68682	-6.93297	6.8	-7.05	0.908005	1.816	R	14.2018
6.90587	-7.02127	2.63744	0.546275	-0.446406	6.86356	-6.94732	6.85	-6.95	0.908	1.81601	L	0.390751
7.03553	-6.94563	2.64937	0.520538	-0.448278	7.08741	-6.92602	7	-6.85	2.72856	1.81904	R	0.0427043
7.16874	-6.84664	2.68935	0.508864	-0.435531	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902	L	0.525335
7.24609	-6.74759	2.55231	0.547247	-0.338284	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202	R	7.79118
7.37081	-6.64941	2.58728	0.541509	-0.325753	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018	L	0.462338
7.52661	-6.5993	2.70623	0.478	-0.400658	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884	R	5.31026
7.65341	-6.5205	2.73467	0.466059	-0.3926	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884	L	0.186726
7.76661	-6.44304	2.68017	0.465871	-0.361479	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549	R	0.954365
7.89018	-6.3761	2.66826	0.448918	-0.359129	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545	L	0.0949171
8.00876	-6.30649	2.62381	0.444768	-0.335184	8.03231	-6.28406	8	-6.25	2.72931	1.81954	R	0.565157
8.14461	-6.2215	2.65554	0.438925	-0.322711	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952	L	0.335669
8.21901	-6.141	2.51064	0.472591	-0.247725	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976	R	5.71031
8.33961	-6.05116	2.5562	0.477783	-0.230258	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976	L	0.638314
8.49481	-5.99161	2.65817	0.44005	-0.270971	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326	R	2.32078
8.63725	-5.91196	2.69139	0.433965	-0.261895	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321	L	0.176458
8.72339	-5.82591	2.52358	0.471649	-0.183167	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775	R	6.52802
8.85523	-5.73265	2.56507	0.478352	-0.166546	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773	L	0.481748
8.94075	-5.65577	2.46246	0.505795	-0.112518	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656	R	3.2438
9.05661	-5.56075	2.50887	0.519908	-0.0931818	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655	L	0.675828
9.20285	-5.49492	2.62055	0.488168	-0.138369	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094	R	3.82299
9.33783	-5.4012	2.65828	0.49498	-0.124193	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909	L	0.340521
9.41771	-5.30775	2.49552	0.540638	-0.0469158	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815	R	6.08904
9.54413	-5.20879	2.53735	0.553284	-0.0319622	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813	L	0.366482
9.63637	-5.12284	2.43856	0.583876	0.0175101	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036	R	2.91147
9.75594	-5.01724	2.48343	0.601965	0.0341125	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037	L	0.449948
9.84338	-4.9228	2.39846	0.63819	0.0845023	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577	R	2.55982
9.95547	-4.81661	2.43755	0.65738	0.0984653	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575	L	0.325636
10.0308	-4.71048	2.35452	0.704939	0.157278	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306	R	3.08067
10.1399	-4.57822	2.42613	0.738497	0.181023	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306	L	0.989984
10.2219	-4.46602	2.39642	0.777852	0.220007	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652	R	1.32737
10.3341	-4.31326	2.49699	0.817813	0.246438	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	L	1.46192
10.4571	-4.2172	2.57083	0.802043	0.203387	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	R	1.82231
10.5599	-4.06847	2.63951	0.8366	0.225109	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	L	0.938384
10.6589	-3.95272	2.65267	0.852305	0.228626	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	R	0.11825
10.7592	-3.81588	2.6964	0.876511	0.239494	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	L	0.271199
10.8057	-3.67694	2.59981	0.95151	0.327852	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	R	5.41596
10.885	-3.53301	2.63646	0.98344	0.340616	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	L	0.361352
